ABI2_rna-XM_015289530.2	ABI2
ABI2_rna-XM_025152400.1	ABI2
ABI2_rna-XM_421962.6	ABI2
ABL2_ENSGALT00000063074.2	ABL2
ABL2_rna-XM_015290508.2	ABL2
ABL2_rna-XM_015290509.2	ABL2
ABL2_rna-XM_422269.6	ABL2
ABLIM2_ENSGALT00000103571.1	ABLIM2
ABLIM2_rna-XM_004936187.3	ABLIM2
ABLIM2_rna-XM_015285832.2	ABLIM2
ABLIM2_rna-XM_015285836.2	ABLIM2
ABLIM2_rna-XM_025149996.1	ABLIM2
ABLIM2_rna-XM_025149997.1	ABLIM2
ABLIM2_rna-XM_025149998.1	ABLIM2
ABLIM2_rna-XM_025149999.1	ABLIM2
ABLIM2_rna-XM_025150000.1	ABLIM2
ABLIM2_rna-XM_025150001.1	ABLIM2
ABLIM2_rna-XM_025150003.1	ABLIM2
ABLIM2_rna-XM_025150004.1	ABLIM2
ABLIM2_rna-XM_025150005.1	ABLIM2
ABLIM2_rna-XM_025150006.1	ABLIM2
ABLIM2_rna-XM_025150008.1	ABLIM2
ABLIM2_rna-XM_025150009.1	ABLIM2
ABLIM2_rna-XM_025150011.1	ABLIM2
ABLIM2_rna-XM_025150012.1	ABLIM2
ABLIM2_rna-XM_025150013.1	ABLIM2
ABLIM2_rna-XM_025150014.1	ABLIM2
ABLIM2_rna-XM_025150015.1	ABLIM2
ABLIM2_rna-XM_025150016.1	ABLIM2
ABLIM2_rna-XM_025150017.1	ABLIM2
ABLIM3_rna-XM_004944858.3	ABLIM3
ABLIM3_rna-XM_004944861.3	ABLIM3
ABLIM3_rna-XM_015293685.2	ABLIM3
ABLIM3_rna-XM_015293686.2	ABLIM3
ABLIM3_rna-XM_015293688.2	ABLIM3
ABLIM3_rna-XM_015293690.2	ABLIM3
ABLIM3_rna-XM_015293691.2	ABLIM3
ABLIM3_rna-XM_015293692.2	ABLIM3
ABLIM3_rna-XM_015293693.2	ABLIM3
ABLIM3_rna-XM_015293694.2	ABLIM3
ABLIM3_rna-XM_025154969.1	ABLIM3
ABLIM3_rna-XM_414527.6	ABLIM3
ABRAXAS2_rna-XM_025151640.1	ABRAXAS2
ABRA_ENSGALT00000047178.3	ABRA
ABRA_rna-XM_428503.6	ABRA
ABTB1_ENSGALT00000009651.4	ABTB1
ABTB1_rna-NM_001030598.1	ABTB1
ACAD11_ENSGALT00000054111.2	ACAD11
ACAD11_rna-NM_001006367.1	ACAD11
ACAD8_ENSGALT00000002366.7	ACAD8
ACAD8_rna-NM_001278061.1	ACAD8
ACAD9_rna-NM_001006136.2	ACAD9
ACADL_ENSGALT00000087517.2	ACADL
ACADSB_ENSGALT00000063606.2	ACADSB
ACADSB_rna-NM_001031240.1	ACADSB
ACADS_rna-NM_001006193.1	ACADS
ACADS_rna-XM_015275330.2	ACADS
ACAN_rna-NM_204955.2	ACAN
ACAN_rna-XM_015291977.2	ACAN
ACAN_rna-XM_015291978.2	ACAN
ACAP2_ENSGALT00000102735.1	ACAP2
ACAP2_rna-NM_001006548.1	ACAP2
ACAP2_rna-XM_015291392.2	ACAP2
ACAP2_rna-XM_015291393.2	ACAP2
ACAP2_rna-XM_015291394.2	ACAP2
ACAT2_ENSGALT00000019060.5	ACAT2
ACAT2_rna-NM_001039287.2	ACAT2
ACBD3_rna-NM_001031043.1	ACBD3
ACBD3_rna-XM_025148668.1	ACBD3
ACBD5_ENSGALT00000076829.2	ACBD5
ACBD5_rna-NM_001006356.1	ACBD5
ACBD5_rna-XM_015281363.2	ACBD5
ACBD5_rna-XM_025147175.1	ACBD5
ACBD7_ENSGALT00000031228.5	ACBD7
ACBD7_rna-XM_429769.4	ACBD7
ACE2_ENSGALT00000026713.6	ACE2
ACER2_ENSGALT00000024328.6	ACER2
ACER2_rna-XM_424820.5	ACER2
ACER3_ENSGALT00000031372.5	ACER3
ACER3_rna-XM_015280885.2	ACER3
ACER3_rna-XM_417279.6	ACER3
ACE_rna-NM_001167732.1	ACE
ACKR2_ENSGALT00000008506.4	ACKR2
ACKR2_rna-XM_418499.6	ACKR2
ACKR3_ENSGALT00000033813.5	ACKR3
ACKR3_rna-NM_001083362.1	ACKR3
ACKR3_rna-XM_015289178.2	ACKR3
ACKR4_ENSGALT00000048917.3	ACKR4
ACKR4_ENSGALT00000098055.1	ACKR4
ACKR4_rna-XM_025147497.1	ACKR4
ACLY_ENSGALT00000070919.3	ACLY
ACLY_rna-XM_015299569.2	ACLY
ACLY_rna-XM_015299570.2	ACLY
ACLY_rna-XM_015299572.2	ACLY
ACLY_rna-XM_015299574.2	ACLY
ACLY_rna-XM_015299575.2	ACLY
ACLY_rna-XM_015299576.2	ACLY
ACLY_rna-XM_015299577.2	ACLY
ACLY_rna-XM_015299578.2	ACLY
ACLY_rna-XM_015299580.2	ACLY
ACLY_rna-XM_025143942.1	ACLY
ACO1_rna-NM_001030536.1	ACO1
ACO2_ENSGALT00000019494.5	ACO2
ACO2_rna-NM_204188.2	ACO2
ACOD1_rna-NM_001030821.1	ACOD1
ACOD1_rna-XM_015275372.2	ACOD1
ACOT11_ENSGALT00000073928.2	ACOT11
ACOT11_rna-XM_004936829.2	ACOT11
ACOT11_rna-XM_004936830.3	ACOT11
ACOT11_rna-XM_015291191.2	ACOT11
ACOT11_rna-XM_426664.5	ACOT11
ACOT13_ENSGALT00000086884.2	ACOT13
ACOT7_rna-XM_015297044.1	ACOT7
ACOT9_ENSGALT00000101385.1	ACOT9
ACOT9_rna-NM_001012823.1	ACOT9
ACOT9_rna-XM_015302437.2	ACOT9
ACOT9_rna-XM_015302447.1	ACOT9
ACOT9_rna-XM_025149635.1	ACOT9
ACOT9_rna-XM_025149637.1	ACOT9
ACOT9_rna-XM_025149643.1	ACOT9
ACOT9_rna-XM_025149645.1	ACOT9
ACOX1_ENSGALT00000003381.3	ACOX1
ACOX1_rna-NM_001006205.1	ACOX1
ACOX1_rna-XM_015295163.2	ACOX1
ACOX1_rna-XM_015295164.2	ACOX1
ACOX2_ENSGALT00000011555.6	ACOX2
ACOX2_rna-XM_004944646.3	ACOX2
ACOX2_rna-XM_004944647.3	ACOX2
ACOX2_rna-XM_015293306.2	ACOX2
ACP1_ENSGALT00000074537.2	ACP1
ACP1_rna-XM_015284838.2	ACP1
ACP2_rna-NM_001031548.2	ACP2
ACP2_rna-NM_001357093.1	ACP2
ACP6_rna-NM_001278077.1	ACP6
ACPP_ENSGALT00000059612.2	ACPP
ACPP_rna-XM_001235913.4	ACPP
ACPP_rna-XM_004939446.3	ACPP
ACSBG1_ENSGALT00000005199.7	ACSBG1
ACSBG1_rna-XM_004943717.3	ACSBG1
ACSBG1_rna-XM_015278946.2	ACSBG1
ACSBG1_rna-XM_015278947.2	ACSBG1
ACSBG1_rna-XM_015278948.2	ACSBG1
ACSBG1_rna-XM_015278949.2	ACSBG1
ACSBG1_rna-XM_025153911.1	ACSBG1
ACSBG1_rna-XM_025153912.1	ACSBG1
ACSBG1_rna-XM_025153914.1	ACSBG1
ACSBG1_rna-XM_025153915.1	ACSBG1
ACSBG1_rna-XM_025153916.1	ACSBG1
ACSBG1_rna-XM_413747.5	ACSBG1
ACSBG2_ENSGALT00000068365.3	ACSBG2
ACSBG2_rna-NM_001012846.2	ACSBG2
ACSBG2_rna-XM_015299814.2	ACSBG2
ACSBG2_rna-XM_015299815.2	ACSBG2
ACSBG2_rna-XM_015299816.2	ACSBG2
ACSBG2_rna-XM_015299817.2	ACSBG2
ACSBG2_rna-XM_015299819.2	ACSBG2
ACSF2_ENSGALT00000038263.4	ACSF2
ACSF2_rna-XM_015295514.2	ACSF2
ACSL1_ENSGALT00000017294.4	ACSL1
ACSL1_ENSGALT00000070463.2	ACSL1
ACSL1_ENSGALT00000088260.2	ACSL1
ACSL1_rna-NM_001012578.1	ACSL1
ACSL1_rna-XM_015276227.2	ACSL1
ACSL1_rna-XM_025149628.1	ACSL1
ACSL3_ENSGALT00000008360.6	ACSL3
ACSL3_rna-XM_015277032.2	ACSL3
ACSL3_rna-XM_015277033.2	ACSL3
ACSL4_ENSGALT00000013126.6	ACSL4
ACSL4_rna-XM_004940805.3	ACSL4
ACSL4_rna-XM_004940806.3	ACSL4
ACSL4_rna-XM_004940807.3	ACSL4
ACSL4_rna-XM_004940808.3	ACSL4
ACSL4_rna-XM_004940809.3	ACSL4
ACSL4_rna-XM_015278608.2	ACSL4
ACSL4_rna-XM_015278610.2	ACSL4
ACSL4_rna-XM_015278611.2	ACSL4
ACSL4_rna-XM_015278612.2	ACSL4
ACSL4_rna-XM_015278613.2	ACSL4
ACSL4_rna-XM_015278614.2	ACSL4
ACSL5_ENSGALT00000045031.3	ACSL5
ACSL5_ENSGALT00000091559.1	ACSL5
ACSL5_ENSGALT00000103538.1	ACSL5
ACSL5_rna-NM_001031237.1	ACSL5
ACSS1_ENSGALT00000014068.6	ACSS1
ACSS1_rna-XM_415011.6	ACSS1
ACSS2_ENSGALT00000005318.6	ACSS2
ACSS2_rna-XM_015296792.2	ACSS2
ACSS2_rna-XM_025142423.1	ACSS2
ACSS2_rna-XM_025142424.1	ACSS2
ACSS2_rna-XM_025142426.1	ACSS2
ACSS3_ENSGALT00000038401.4	ACSS3
ACSS3_rna-XM_025154508.1	ACSS3
ACSS3_rna-XM_416118.6	ACSS3
ACTA1_ENSGALT00000088724.2	ACTA1
ACTA1_rna-XM_015284056.2	ACTA1
ACTA2_ENSGALT00000010253.5	ACTA2
ACTA2_ENSGALT00000018064.5	ACTA2
ACTA2_ENSGALT00000089482.2	ACTA2
ACTA2_ENSGALT00000094106.1	ACTA2
ACTA2_ENSGALT00000103511.1	ACTA2
ACTA2_rna-NM_001031229.1	ACTA2
ACTA2_rna-XM_015288391.2	ACTA2
ACTA2_rna-XM_015288392.2	ACTA2
ACTB_ENSGALT00000015673.6	gga-mir-3533
ACTB_ENSGALT00000089197.2	gga-mir-3533
ACTC1_ENSGALT00000083392.2	ACTC1
ACTG1_ENSGALT00000061419.2	ACTG1
ACTG1_rna-NM_001308613.1	ACTG1
ACTG1_rna-XM_015279902.2	ACTG1
ACTL6A_ENSGALT00000039568.4	ACTL6A
ACTN1_ENSGALT00000057487.2	ACTN1
ACTN1_rna-XM_015287257.2	ACTN1
ACTN1_rna-XM_015287259.2	ACTN1
ACTN1_rna-XM_025150528.1	ACTN1
ACTN2_ENSGALT00000023354.6	ACTN2
ACTR1A_ENSGALT00000013124.2	ACTR1A
ACTR1A_rna-NM_001007948.1	ACTR1A
ACTR2_ENSGALT00000014276.6	ACTR2
ACTR2_rna-NM_205224.1	ACTR2
ACTR3_ENSGALT00000019859.6	ACTR3
ACTR3_rna-NM_204307.1	ACTR3
ACTR3_rna-XM_025152074.1	ACTR3
ACTR5_rna-NM_001008446.1	ACTR5
ACTR8_ENSGALT00000084347.2	ACTR8
ACTR8_rna-XM_414336.6	ACTR8
ACVR1C_ENSGALT00000100148.1	ACVR1C
ACVR1C_rna-XM_004943056.3	ACVR1C
ACVR1C_rna-XM_015290188.2	ACVR1C
ACVR1C_rna-XM_422170.6	ACVR1C
ACVR1_rna-NM_204560.1	ACVR1
ACVR1_rna-XM_015290126.2	ACVR1
ACVR1_rna-XM_015290127.2	ACVR1
ACVR1_rna-XM_015290130.2	ACVR1
ACVR1_rna-XM_015290131.2	ACVR1
ACVR1_rna-XM_015290132.2	ACVR1
ACVR1_rna-XM_015290133.2	ACVR1
ACVR1_rna-XM_015290134.2	ACVR1
ACVR1_rna-XM_025152083.1	ACVR1
ACVR1_rna-XM_025152084.1	ACVR1
ACVR2A_rna-NM_205367.1	ACVR2A
ACVR2A_rna-XM_015289792.2	ACVR2A
ACVR2B_ENSGALT00000009945.5	ACVR2B
ACVR2B_rna-NM_204317.1	ACVR2B
ACYP1_ENSGALT00000037727.3	ACYP1
ACYP1_rna-NM_001168005.2	ACYP1
ACYP2_ENSGALT00000045290.3	ACYP2
ACYP2_rna-NM_001167762.1	ACYP2
ACYP2_rna-XM_025148627.1	ACYP2
ACYP2_rna-XM_025148628.1	ACYP2
ADA2_ENSGALT00000030546.4	ADA2
ADA2_rna-NM_001030767.2	ADA2
ADA2_rna-XM_015285830.2	ADA2
ADA2_rna-XM_015285839.2	ADA2
ADAL_ENSGALT00000039368.3	ADAL
ADAL_rna-NM_001030547.1	ADAL
ADAM10_ENSGALT00000006698.7	ADAM10
ADAM10_rna-NM_204261.2	ADAM10
ADAM22_ENSGALT00000092501.1	ADAM22
ADAM22_rna-XM_015281971.2	ADAM22
ADAM22_rna-XM_015281974.2	ADAM22
ADAM22_rna-XM_015281975.2	ADAM22
ADAM22_rna-XM_025148403.1	ADAM22
ADAM22_rna-XM_025148404.1	ADAM22
ADAM22_rna-XM_025148405.1	ADAM22
ADAM22_rna-XM_025148406.1	ADAM22
ADAM23_ENSGALT00000091998.1	ADAM23
ADAM23_rna-NM_001145230.1	ADAM23
ADAM23_rna-XM_015289427.2	ADAM23
ADAM23_rna-XM_015289428.2	ADAM23
ADAM23_rna-XM_015289431.2	ADAM23
ADAM23_rna-XM_015289433.2	ADAM23
ADAM23_rna-XM_015289434.2	ADAM23
ADAM23_rna-XM_025152185.1	ADAM23
ADAM23_rna-XM_025152186.1	ADAM23
ADAM9_ENSGALT00000005373.7	ADAM9
ADAM9_rna-XM_025142782.1	ADAM9
ADAM9_rna-XM_025142783.1	ADAM9
ADAMTS10_ENSGALT00000059116.2	ADAMTS10
ADAMTS12_rna-XM_003642975.4	ADAMTS12
ADAMTS17_rna-XM_015292260.2	ADAMTS17
ADAMTS17_rna-XM_015292261.2	ADAMTS17
ADAMTS17_rna-XM_015292262.2	ADAMTS17
ADAMTS17_rna-XM_015292263.2	ADAMTS17
ADAMTS17_rna-XM_015292264.2	ADAMTS17
ADAMTS17_rna-XM_025154066.1	ADAMTS17
ADAMTS18_ENSGALT00000008573.5	ADAMTS18
ADAMTS18_rna-XM_004944253.3	ADAMTS18
ADAMTS18_rna-XM_015292516.2	ADAMTS18
ADAMTS18_rna-XM_015292517.2	ADAMTS18
ADAMTS18_rna-XM_015292518.2	ADAMTS18
ADAMTS18_rna-XM_025154308.1	ADAMTS18
ADAMTS19_rna-XM_004949266.3	ADAMTS19
ADAMTS20_ENSGALT00000078782.2	ADAMTS20
ADAMTS20_rna-XM_015282444.2	ADAMTS20
ADAMTS20_rna-XM_015282450.2	ADAMTS20
ADAMTS20_rna-XM_015282451.2	ADAMTS20
ADAMTS20_rna-XM_015282468.2	ADAMTS20
ADAMTS2_ENSGALT00000067480.3	ADAMTS2
ADAMTS3_rna-XM_015276404.2	ADAMTS3
ADAMTS5_ENSGALT00000025470.6	ADAMTS5
ADAMTS5_rna-XM_425541.6	ADAMTS5
ADAMTS8_ENSGALT00000079283.2	ADAMTS8
ADAMTS8_rna-XM_015298130.2	ADAMTS8
ADAMTS9_rna-XM_004944664.3	ADAMTS9
ADAMTS9_rna-XM_004944666.3	ADAMTS9
ADAMTS9_rna-XM_015293287.2	ADAMTS9
ADAMTS9_rna-XM_414417.5	ADAMTS9
ADAMTSL2_rna-XM_003642304.4	ADAMTSL2
ADAMTSL2_rna-XM_004945946.3	ADAMTSL2
ADAMTSL2_rna-XM_004945948.3	ADAMTSL2
ADAMTSL2_rna-XM_004945949.3	ADAMTSL2
ADAMTSL2_rna-XM_015279781.2	ADAMTSL2
ADAMTSL2_rna-XM_015279783.2	ADAMTSL2
ADAMTSL2_rna-XM_015279785.2	ADAMTSL2
ADAMTSL2_rna-XM_025141388.1	ADAMTSL2
ADAMTSL2_rna-XM_025141389.1	ADAMTSL2
ADAMTSL2_rna-XM_025141390.1	ADAMTSL2
ADAMTSL2_rna-XM_025141391.1	ADAMTSL2
ADAMTSL5_rna-XM_003642878.4	ADAMTSL5
ADAMTSL5_rna-XM_015299970.2	ADAMTSL5
ADAP2_rna-XM_415661.5	ADAP2
ADAR1_ENSGALT00000091771.1	ADAR1
ADAR1_rna-XM_001232161.4	ADAR1
ADARB1_ENSGALT00000063024.2	ADARB1
ADAT1_ENSGALT00000001336.6	ADAT1
ADAT1_rna-NM_001012779.1	ADAT1
ADAT1_rna-XM_015292606.2	ADAT1
ADAT1_rna-XM_015292607.2	ADAT1
ADAT1_rna-XM_015292608.2	ADAT1
ADAT1_rna-XM_015292609.2	ADAT1
ADAT1_rna-XM_015292610.2	ADAT1
ADAT1_rna-XM_025154204.1	ADAT1
ADCK1_ENSGALT00000067462.2	ADCK1
ADCK1_rna-NM_001079731.1	ADCK1
ADCK1_rna-XM_015287400.2	ADCK1
ADCK1_rna-XM_015287402.2	ADCK1
ADCK1_rna-XM_015287403.2	ADCK1
ADCK1_rna-XM_015287404.2	ADCK1
ADCK1_rna-XM_015287405.2	ADCK1
ADCK1_rna-XM_015287406.2	ADCK1
ADCK1_rna-XM_025150752.1	ADCK1
ADCK1_rna-XM_025150753.1	ADCK1
ADCK1_rna-XM_025150754.1	ADCK1
ADCK1_rna-XM_025150755.1	ADCK1
ADCK1_rna-XM_025150756.1	ADCK1
ADCK2_ENSGALT00000020977.6	ADCK2
ADCY5_ENSGALT00000057284.3	ADCY5
ADCY7_rna-XM_015292401.2	ADCY7
ADCY7_rna-XM_015292402.2	ADCY7
ADCY7_rna-XM_015292403.2	ADCY7
ADCY7_rna-XM_015292404.2	ADCY7
ADCY7_rna-XM_015292405.2	ADCY7
ADCY7_rna-XM_015292406.2	ADCY7
ADCY7_rna-XM_015292407.2	ADCY7
ADCY7_rna-XM_025154319.1	ADCY7
ADCY8_ENSGALT00000073355.2	ADCY8
ADCY8_rna-XM_004940042.3	ADCY8
ADCY9_ENSGALT00000012620.6	ADCY9
ADCY9_rna-NM_204630.2	ADCY9
ADCY9_rna-XM_015294128.2	ADCY9
ADCYAP1_ENSGALT00000023977.6	ADCYAP1
ADCYAP1_ENSGALT00000087133.2	ADCYAP1
ADCYAP1_rna-NM_001001291.2	ADCYAP1
ADGRA1_ENSGALT00000011413.6	ADGRA1
ADGRA1_rna-XM_025151896.1	ADGRA1
ADGRA2_ENSGALT00000097122.1	ADGRA2
ADGRA2_rna-XM_004947583.3	ADGRA2
ADGRA2_rna-XM_004947584.3	ADGRA2
ADGRA2_rna-XM_015297424.2	ADGRA2
ADGRA2_rna-XM_015297425.2	ADGRA2
ADGRA2_rna-XM_015297426.2	ADGRA2
ADGRA3_ENSGALT00000080039.2	ADGRA3
ADGRB1_rna-XM_004940072.3	ADGRB1
ADGRB1_rna-XM_015283221.2	ADGRB1
ADGRB1_rna-XM_015283222.2	ADGRB1
ADGRB1_rna-XM_015283223.2	ADGRB1
ADGRB1_rna-XM_015283224.2	ADGRB1
ADGRB1_rna-XM_015283225.2	ADGRB1
ADGRB1_rna-XM_015283226.2	ADGRB1
ADGRB1_rna-XM_015283227.2	ADGRB1
ADGRD2_ENSGALT00000101690.1	ADGRD2
ADGRD2_rna-XM_004946026.3	ADGRD2
ADGRD2_rna-XM_004946027.3	ADGRD2
ADGRD2_rna-XM_004946031.3	ADGRD2
ADGRD2_rna-XM_004946032.3	ADGRD2
ADGRD2_rna-XM_015279574.2	ADGRD2
ADGRD2_rna-XM_025141382.1	ADGRD2
ADGRF5_ENSGALT00000108161.1	ADGRF5
ADGRF5_rna-XM_004935933.3	ADGRF5
ADGRF5_rna-XM_015285166.2	ADGRF5
ADGRF5_rna-XM_025149283.1	ADGRF5
ADGRF5_rna-XM_025149284.1	ADGRF5
ADGRG2_ENSGALT00000069361.2	ADGRG2
ADGRG6_ENSGALT00000022408.4	ADGRG6
ADGRG6_rna-XM_015284079.2	ADGRG6
ADGRG6_rna-XM_015284080.2	ADGRG6
ADGRG6_rna-XM_015284081.2	ADGRG6
ADGRG6_rna-XM_025148728.1	ADGRG6
ADGRG6_rna-XM_025148729.1	ADGRG6
ADGRG6_rna-XM_025148730.1	ADGRG6
ADGRG6_rna-XM_025148731.1	ADGRG6
ADGRL2_ENSGALT00000048322.2	ADGRL2
ADGRL2_rna-NM_001190477.1	ADGRL2
ADGRL2_rna-XM_025152836.1	ADGRL2
ADGRL2_rna-XM_025152838.1	ADGRL2
ADGRL2_rna-XM_025152839.1	ADGRL2
ADGRL2_rna-XM_025152840.1	ADGRL2
ADGRL2_rna-XM_025152841.1	ADGRL2
ADGRL2_rna-XM_025152843.1	ADGRL2
ADGRL2_rna-XM_025152844.1	ADGRL2
ADGRL2_rna-XM_025152845.1	ADGRL2
ADGRL2_rna-XM_025152847.1	ADGRL2
ADGRL2_rna-XM_025152848.1	ADGRL2
ADGRL2_rna-XM_025152851.1	ADGRL2
ADGRL2_rna-XM_025152853.1	ADGRL2
ADGRL2_rna-XM_025152855.1	ADGRL2
ADGRL2_rna-XM_025152856.1	ADGRL2
ADGRL2_rna-XM_025152857.1	ADGRL2
ADGRL2_rna-XM_025152858.1	ADGRL2
ADGRL2_rna-XM_025152859.1	ADGRL2
ADGRL2_rna-XM_025152860.1	ADGRL2
ADGRL2_rna-XM_025152861.1	ADGRL2
ADGRL2_rna-XM_025152862.1	ADGRL2
ADGRL2_rna-XM_025152863.1	ADGRL2
ADGRL3_ENSGALT00000077690.2	ADGRL3
